area,perimeter,eccentricity,solidity,extent,circularity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,mean_R,std_R,mean_G,std_G,mean_B,std_B,mean_H,std_H,mean_S,std_S,mean_V,std_V,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9
97574.5,1718.3544626235962,0.34100263557972177,0.926976753023437,0.736633700739846,0.415260562866553,0.7775308590439904,4.024052241942846,3.792699558915116,5.1272265927501515,-9.651121031200335,-7.302553165392121,-9.875027098230504,167.16774619960344,34.266148495948656,59.533509583608726,34.683366730995246,51.94045452234481,34.471949631850585,7.10300472825258,29.432034151906787,180.63795820834815,35.361407886936334,167.16889521582186,34.264376435382864,108.18671275950206,0.7278233924367488,0.5458656424050655,0.978708969902233,0.00866337892114495,0.025400376226549393,0.021902486145711525,0.12961513040825665,0.3150439778331384,0.24138492043316895,0.09034521327978036,0.0544003253851238,0.06577863643296558,0.04746555493416035
86617.0,1151.945298910141,0.2461011549751753,0.9794646794748567,0.7409495295124038,0.8202557591253423,0.795709846671648,4.7509730523406,4.346873807678616,7.904852985961908,11.998246710198083,10.274812511284237,-11.996370639418926,157.84260609051987,37.61795817666962,177.20688942710547,35.1052182386273,73.67198888876135,34.18256486971665,35.4341762416924,2.552548734284599,152.24795968732423,30.944744579338202,177.33818110859858,34.70238226334138,141.82973364119448,0.8167853244983656,0.5175395414879664,0.9897980043223489,0.0028581595289202126,0.016666857975872085,0.00638207509268931,0.10574042401772288,0.23962625833629864,0.2890873403046408,0.08038430193184036,0.06960594129868342,0.1617328022589791,0.02791583925435324
110708.5,1687.5504180192947,0.22502247410467766,0.9268497898632018,0.6728077692087975,0.4885143401418884,0.7879996959589848,4.075849430259239,4.405097118629655,5.722669928470538,-10.76721854825839,-8.057870742185564,11.411128685440255,167.4756217923411,27.638279936691013,56.90483795714747,31.438408807635373,65.38753005778273,32.621577939793276,151.5119333883645,61.73715817595459,173.24966801851917,34.62972403110597,167.4756217923411,27.638279936691013,115.30207506866036,0.7094602124932884,0.4313977668440249,0.9769562836237159,0.0069716110971539316,0.023140006460180166,0.016437569536661523,0.12772314538994364,0.2729067221763629,0.24669813013674047,0.08492445178193303,0.06540932419337472,0.115385995764993,0.04040304346265657
97927.5,1226.2712024450302,0.32065421779951286,0.9792064555481116,0.7770728688075796,0.8183544956504388,0.796544804159287,4.133690249354593,4.868782320683243,9.898670729098411,-11.99999869195651,-11.6849876396259,11.999998181849154,195.90830701104014,25.184160301661727,79.93273342203354,38.7952675796375,78.76451111630222,38.228273666652825,89.21801968331997,87.8498256721153,160.31182522674413,39.360216539473875,195.90830701104014,25.184160301661727,112.67138150618749,0.6412666417348379,0.4251644557422796,0.9852785196586279,0.01367066494683066,0.031200804395738326,0.03360789770361267,0.15235783422541363,0.2806244223483887,0.2079748931027128,0.0961923237083456,0.057313196355843546,0.06807909891426889,0.058978864298845204
84380.0,1338.8569874763489,0.6734842079425042,0.9204957018807,0.6928433014746938,0.5915357626837895,0.7400075674250481,2.429365809657816,3.03678408008771,3.952172752050114,7.449116062039811,5.16991809714996,-8.419179624228779,181.92035825251858,43.265891478295266,105.64616090763582,52.964522701962494,81.42684304679409,38.31376768209428,30.54872422559081,55.00328544698622,148.85422747387253,40.58803313805972,190.119174277375,37.66298405175488,130.60166871936053,0.6727079952296173,0.4847818138684844,0.9861868971498134,0.011039450145937294,0.027716316731004612,0.028351850108276056,0.14152386780905754,0.3201087468223331,0.22632049712833066,0.08551454665285754,0.05028952076075699,0.06199981169381414,0.04713539214763205
57263.0,951.9797918796539,0.20999060028302327,0.9716627356489573,0.7711773103132491,0.794014625202875,0.7934799759005171,5.043967211807881,4.052336601497649,6.569034789518462,-11.639579958972275,-9.091227464650578,-11.899396144630924,167.33797371797095,34.86804097715688,62.41226032384453,44.36598080267257,52.84518567317361,42.954023700652726,10.61152525917964,36.85613978718628,180.45568808293748,42.26819751023855,167.41813737387747,34.93403858981146,75.06333554565279,0.7821921548481477,0.6077073824477747,0.9858615180577249,0.005564994278977844,0.021670538469539893,0.0126035851738844,0.1184771679206685,0.32320307895010575,0.2554696439097119,0.08274678409209112,0.055043167712631326,0.08857182483270344,0.03664921465968586
86810.0,1118.572717666626,0.23696382040275324,0.9918592361964066,0.7715210010842709,0.8718688773439868,0.7962337717935013,4.450799321534565,4.294476010460513,8.624763006558416,-11.999695690033215,-10.861538663410506,-11.999812826057715,149.33390230490767,27.688414823145475,176.23067405947853,25.675613883100237,71.50769829995876,26.1439003670584,37.71428080465564,1.297068404097518,153.85138386106402,23.656156592005104,176.26123814324336,25.59105924375726,132.15655482531997,0.7525672254830044,0.49529924129456215,0.9897416424400486,0.007297346835907071,0.025890115932731522,0.017985611510791366,0.13894744077349586,0.26088301333455527,0.2404916830866517,0.09747743206708519,0.06622600009164643,0.09699628831966274,0.04780506804747285
113543.5,1645.1240119934082,0.5935419032341793,0.9497455071663676,0.6934081235076063,0.5271993409884089,0.7776510235586881,2.8072625994802363,4.054143687133245,5.5605434765587365,10.367107115787915,6.996910177522256,11.006688717423486,147.13298970876505,54.13392674610543,170.23191157938953,48.354614179711945,80.90781643797256,40.83595406903084,38.45823998879865,4.234841599958314,139.4913539624755,30.534342375147357,170.31504655558666,48.304860205476935,163.977823283374,0.6212308853455533,0.445200511700577,0.9884679431768224,0.015533113973676842,0.036080579669560346,0.038250840100812096,0.14714015681881826,0.30385396247549706,0.20423200784094092,0.09045960515261832,0.0526025623074769,0.052663819658359,0.05918335200224027
104273.5,1538.2955858707428,0.5791271056748265,0.9179409304987015,0.6818291789815081,0.5537378721050064,0.7577739455450591,2.7230595913216478,3.2727826844124768,4.171924539562745,7.900015643350619,5.533745942278724,8.684662289128841,149.389112807173,33.57377433351476,67.70490428684408,48.091732626588296,61.34244251970004,33.76128058190717,148.5640739787897,61.26150581621522,165.6918407988642,34.810464629956364,153.51922362290256,32.57763546116892,99.30754333301053,0.7931632877025431,0.4905771935501441,0.982246508376814,0.0054121525693432045,0.019209330246119545,0.011920075465225968,0.1142173817759102,0.2262336944611192,0.227815415106385,0.06081048890413439,0.07035798340146167,0.2336182336182336,0.030405244452067194
63747.5,962.3056910037994,0.3739757590263063,0.9899141264344612,0.7824851475425935,0.8650613591996016,0.7954022249195287,3.9262111760767375,4.276215822206968,6.914436974484577,-11.883171971346629,-8.878752332647787,11.992207372520285,177.83200860295491,29.443901510330477,191.86992706190387,24.52332749847475,82.42344616919145,25.25063966387157,33.85532385761486,2.4673605615211214,147.57169129106663,20.941124382880094,191.9845707873574,24.18696034306728,156.67419238471967,0.8274973479148109,0.5994786217422844,0.9897234955702134,0.004207967084346362,0.019574839473848263,0.00899258150988093,0.11539180849074247,0.2579172121438813,0.2778972632628888,0.08651268624150614,0.07089645283959853,0.12497662240508696,0.03363256654822019
113916.0,1275.6854149103165,0.24419339416989155,0.9931950844184435,0.7993768683423856,0.8796449434314456,0.7972132183717534,4.514513483124907,4.766809104094069,8.341157412746995,11.99994470381612,10.638657341115087,-11.999450406941625,210.52805052763995,22.175134300786375,102.13325529387099,45.232717347859555,80.27605877419806,28.627340880888426,13.520729960164932,37.20776278361506,159.58006324690754,27.425428632690934,210.52805052763995,22.175134300786375,137.81900200607075,0.577891952312722,0.3972149949670715,0.9859739131630747,0.015986442099378013,0.03406073100845622,0.04276154867565868,0.15892969459780557,0.29101439653365013,0.20059053742399888,0.09232825494444057,0.05042281081836606,0.0517419106855825,0.06216367321266336
49004.5,972.0802948474884,0.5647721737670253,0.8698611900028401,0.6575578664877558,0.6516907357534952,0.7514351731902328,2.7252805940238285,3.1580733314308915,4.368498535489559,-8.134306676567924,-5.7329810261584395,9.09498556018825,163.08718519267725,32.127244683479326,48.563709922119955,24.30122739679627,52.597896227369276,25.81780190371028,120.46847375341358,82.63456736012158,183.9267523010013,25.074250320414702,163.08718519267725,32.127244683479326,105.31018159124463,0.7791900364134816,0.6217699201250627,0.971844477958861,0.01231920703954688,0.026944472539698595,0.026863558207747548,0.1406695660968949,0.2824112470921412,0.22526550015171437,0.09466976838272478,0.06074643471224841,0.07796095883483362,0.052149286942449684
